x_pixel,y_pixel,value,standard_deviation
40,5,0.0,
41,5,0.0,
42,5,0.0,
43,5,0.0,
44,5,0.0,
45,5,0.0,
46,5,0.0,
47,5,0.0,
48,5,0.0,
49,5,0.0,
50,5,0.0,
51,5,0.0,
52,5,0.0,
53,5,0.0,
54,5,0.0,
55,5,0.0,
56,5,0.0,
57,5,0.0,
58,5,0.0,
59,5,0.0,
60,5,0.0,
61,5,0.0,
62,5,0.0,
63,5,0.0,
64,5,0.0,
65,5,0.0,
66,5,0.0,
67,5,0.0,
68,5,0.0,
69,5,0.0,
70,5,0.0,
71,5,0.0,
72,5,0.0,
73,5,0.0,
74,5,0.0,
75,5,0.0,
76,5,1.3333333333333328e-06,
77,5,5.73333333333333e-05,
78,5,0.0,
79,5,0.0,
80,5,0.0,
81,5,9.33333333333333e-06,
82,5,1.466666666666666e-05,
83,5,0.0,
84,5,0.0,
85,5,0.0,
86,5,0.0,
87,5,0.0,
88,5,0.0,
89,5,0.0,
90,5,0.0,
91,5,0.0,
92,5,0.0,
93,5,0.0,
94,5,0.0,
95,5,0.0,
96,5,0.0,
97,5,0.0,
98,5,0.0,
99,5,0.0,
100,5,0.0,
101,5,0.0,
102,5,0.0,
103,5,0.0,
104,5,0.0,
105,5,0.0,
106,5,0.0,
107,5,0.0,
108,5,0.0,
109,5,0.0,
110,5,0.0,
111,5,0.0,
112,5,0.0,
113,5,0.0,
114,5,0.0,
115,5,0.0,
116,5,0.0,
117,5,0.0,
118,5,0.0,
119,5,0.0,
120,5,0.0,
121,5,0.0,
122,5,0.0,
123,5,0.0,
124,5,0.0,
125,5,0.0,
126,5,0.0,
127,5,0.0,
0,6,0.0,
1,6,0.0,
2,6,0.0,
3,6,0.0,
4,6,0.0,
5,6,0.0,
6,6,0.0,
7,6,0.0,
8,6,0.0,
9,6,0.0,
10,6,0.0,
11,6,0.0,
12,6,0.0,
13,6,0.0,
14,6,0.0,
15,6,0.0,
16,6,0.0,
17,6,0.0,
18,6,0.0,
19,6,0.0,
20,6,0.0,
21,6,0.0,
22,6,0.0,
23,6,0.0,
24,6,0.0,
25,6,0.0,
26,6,0.0,
27,6,0.0,
28,6,0.0,
29,6,8.666666666666663e-06,
30,6,0.0,
31,6,0.0,
32,6,0.0,
33,6,0.0,
34,6,0.0,
35,6,0.0,
36,6,0.0,
37,6,0.0,
38,6,0.0,
39,6,0.0,
40,6,0.0,
41,6,0.0,
42,6,0.0,
43,6,0.0,
44,6,0.0,
45,6,0.0,
46,6,0.0,
47,6,0.0,
48,6,0.0,
49,6,0.0,
50,6,0.0,
51,6,0.0,
52,6,0.0,
53,6,0.0,
54,6,0.0,
55,6,0.0,
56,6,0.0,
57,6,0.0,
58,6,0.0,
59,6,0.0,
60,6,0.0,
61,6,0.0,
62,6,0.0,
63,6,0.0,
64,6,0.0,
65,6,0.0,
66,6,0.0,
67,6,0.0,
68,6,0.0,
69,6,0.0,
70,6,0.0,
71,6,0.0,
72,6,0.0,
73,6,0.0,
74,6,0.0,
75,6,0.0,
76,6,0.0,
77,6,5.999999999999997e-06,
78,6,0.0,
79,6,0.0,
80,6,0.0,
81,6,1.266666666666666e-05,
82,6,2.533333333333332e-05,
83,6,1.999999999999999e-06,
84,6,1.9333333333333327e-05,
85,6,0.0,
86,6,0.0,
87,6,0.0,
88,6,0.0,
89,6,0.0,
90,6,0.0,
91,6,0.0,
92,6,0.0,
93,6,0.0,
94,6,0.0,
95,6,0.0,
96,6,0.0,
97,6,0.0,
98,6,0.0,
99,6,0.0,
100,6,0.0,
101,6,0.0,
102,6,0.0,
103,6,0.0,
104,6,0.0,
105,6,0.0,
106,6,0.0,
107,6,0.0,
108,6,0.0,
109,6,0.0,
110,6,0.0,
111,6,0.0,
112,6,0.0,
113,6,0.0,
114,6,0.0,
115,6,0.0,
116,6,0.0,
117,6,0.0,
118,6,0.0,
119,6,0.0,
120,6,0.0,
121,6,0.0,
122,6,0.0,
123,6,0.0,
124,6,0.0,
125,6,0.0,
126,6,0.0,
127,6,0.0,
0,7,0.0,
1,7,0.0,
2,7,0.0,
3,7,0.0,
4,7,0.0,
5,7,0.0,
6,7,0.0,
7,7,0.0,
8,7,0.0,
9,7,0.0,
10,7,0.0,
11,7,0.0,
12,7,0.0,
13,7,0.0,
14,7,0.0,
15,7,0.0,
16,7,0.0,
17,7,0.0,
18,7,0.0,
19,7,0.0,
20,7,0.0,
21,7,0.0,
22,7,0.0,
23,7,0.0,
24,7,0.0,
25,7,0.0,
26,7,0.0,
27,7,0.0,
28,7,0.0,
29,7,1.3333333333333328e-06,
30,7,0.0,
31,7,3.333333333333332e-06,
32,7,0.0,
33,7,0.0,
34,7,0.0,
35,7,0.0,
36,7,0.0,
37,7,0.0,
38,7,0.0,
39,7,0.0,
40,7,0.0,
41,7,0.0,
42,7,0.0,
43,7,0.0,
44,7,0.0,
45,7,0.0,
46,7,0.0,
47,7,0.0,
48,7,0.0,
49,7,0.0,
50,7,0.0,
51,7,0.0,
52,7,0.0,
53,7,0.0,
54,7,0.0,
55,7,0.0,
56,7,0.0,
57,7,0.0,
58,7,0.0,
59,7,0.0,
60,7,0.0,
61,7,0.0,
62,7,0.0,
63,7,0.0,
64,7,0.0,
65,7,0.0,
66,7,0.0,
67,7,0.0,
68,7,0.0,
69,7,0.0,
70,7,0.0,
71,7,3.999999999999998e-06,
72,7,0.0,
73,7,0.0,
74,7,0.0,
75,7,0.0,
76,7,1.3333333333333328e-06,
77,7,5.7999999999999966e-05,
78,7,0.0,
79,7,0.0,
80,7,0.0,
81,7,1.3333333333333328e-06,
82,7,1.9333333333333327e-05,
83,7,1.1999999999999994e-05,
84,7,4.1999999999999984e-05,
85,7,0.0,
86,7,0.0,
87,7,0.0,
88,7,0.0,
89,7,0.0,
90,7,0.0,
91,7,0.0,
92,7,0.0,
93,7,0.0,
94,7,0.0,
95,7,0.0,
96,7,0.0,
97,7,0.0,
98,7,0.0,
99,7,0.0,
100,7,0.0,
101,7,0.0,
102,7,0.0,
103,7,0.0,
104,7,0.0,
105,7,0.0,
106,7,0.0,
107,7,0.0,
108,7,0.0,
109,7,0.0,
110,7,0.0,
111,7,0.0,
112,7,0.0,
113,7,0.0,
114,7,0.0,
115,7,0.0,
116,7,0.0,
117,7,0.0,
118,7,0.0,
119,7,0.0,
120,7,0.0,
121,7,0.0,
122,7,0.0,
123,7,0.0,
124,7,0.0,
125,7,0.0,
126,7,0.0,
127,7,0.0,
0,8,0.0,
1,8,0.0,
2,8,0.0,
3,8,0.0,
4,8,0.0,
5,8,0.0,
6,8,0.0,
7,8,0.0,
8,8,0.0,
9,8,0.0,
10,8,0.0,
11,8,0.0,
12,8,0.0,
13,8,0.0,
14,8,0.0,
15,8,0.0,
16,8,0.0,
17,8,0.0,
18,8,0.0,
19,8,0.0,
20,8,0.0,
21,8,0.0,
22,8,0.0,
23,8,0.0,
