2002-05-07 09:37:02.42 Keck   NIRC2  H  -595.9   -1.0  -1.7   5.7 10.0  6.8 0.20
2002-05-08 09:42:04.29 Keck   NIRC2  H  -208.4   52.8  -7.4   0.2 10.0  0.0 0.00
2003-06-05 12:54:41.82 Keck   NIRC2  Ks -763.0   75.1  -3.2   9.0 10.0  6.5 0.00
2003-08-14 07:02:32.56 Keck   NIRC2  H  -305.3  336.7   3.9   9.3 10.0  6.5 0.20
2003-08-14 07:10:03.39 Keck   NIRC2  H  -302.9  333.9   1.0   5.7 10.0  6.6 0.30
2004-07-25 10:22:15.02 VLT    NACO   H  -763.3   -8.9 -13.7  -3.5 13.3  6.0 0.20
2004-08-10 07:17:15.21 VLT    NACO   Ks  374.3  142.5  -7.0  -5.0 13.3  6.2 0.10
2004-08-28 06:31:54.59 VLT    NACO   Ks  105.8  212.3  -1.3   4.7 13.3  8.4 1.20
2004-08-29 07:18:17.00 VLT    NACO   Ks  775.5  -91.2  -3.9  16.5 13.3  6.5 0.10
2004-08-29 07:26:16.37 VLT    NACO   H   782.8  -93.6   6.2  15.9 13.3  7.2 1.00
2004-08-29 08:46:06.90 VLT    NACO   Ks  751.8 -116.5   6.1  10.7 13.3  6.6 0.20
2004-09-01 05:54:49.70 VLT    NACO   Ks  544.1  136.8   0.1  -3.4 13.3  5.8 0.00
2004-09-01 06:03:51.58 VLT    NACO   H   554.0  136.8   3.2  -1.6 13.3  5.9 0.00
2004-09-01 08:25:28.47 VLT    NACO   Ks  652.3  109.2   4.8   2.3 13.3  5.9 0.00
2004-09-03 07:08:59.76 VLT    NACO   Ks -760.6  -58.3 -15.0   2.9 13.3  5.8 0.10
2004-09-04 08:41:05.05 VLT    NACO   Ks -146.0  230.4   2.2   4.2 13.3  6.1 1.50
2004-09-05 04:09:23.01 VLT    NACO   Ks  786.3   46.8   9.1   7.4 13.3  6.2 0.10
2004-09-05 08:15:16.29 VLT    NACO   Ks  831.8  -18.6   6.2   8.9 13.3  5.8 0.10
2004-09-06 03:49:57.98 VLT    NACO   Ks  174.7 -223.2  -0.5   4.7 13.3  6.8 0.20
2004-09-07 02:36:18.09 VLT    NACO   Ks -832.7    3.6 -15.5  -3.5 13.3  5.9 0.10
2004-09-07 09:24:50.66 VLT    NACO   Ks -787.8  103.2 -11.4 -11.0 13.3  5.9 0.20
2004-10-19 00:27:03.03 VLT    NACO   Ks  751.6  -37.6  20.6   8.0 13.3  6.8 0.10
2004-10-20 00:08:21.61 VLT    NACO   Ks  -88.0 -210.2  16.5 -14.7 13.3  6.3 1.20
2004-11-02 07:34:31.11 Gemini NIRI   Kp  631.9   43.1  16.3   1.0 21.9  5.7 0.00
2005-10-18 12:33:05.50 Gemini NIRI   Ks  569.4 -109.7   5.9  -9.5 21.9  6.5 1.20
2005-11-01 13:13:18.10 Gemini NIRI   Ks    2.8 -259.7   6.8  -5.3 21.9  6.0 1.20
2005-11-06 08:01:12.70 Gemini NIRI   Ks  709.8  166.0  14.0  -1.1 21.9  6.1 0.20
2005-11-06 08:31:28.38 Gemini NIRI   Ks  694.3  173.6  10.0  -0.9 21.9  5.8 0.20
2005-11-06 08:36:45.45 Gemini NIRI   Ks  693.2  178.4  11.0   2.6 21.9  5.8 0.10
2005-12-20 10:01:05.00 Gemini NIRI   Ks  250.1  256.7   4.5   3.7 21.9  6.2 0.30
2005-12-20 10:08:25.01 Gemini NIRI   Ks  244.4  265.7   4.7  12.5 21.9  5.9 2.00
2005-12-21 08:42:04.55 Gemini NIRI   Ks -689.8   22.4 -14.2   5.1 21.9  5.9 0.00
2005-12-21 08:47:19.69 Gemini NIRI   Ks -697.8    4.1 -20.9 -11.6 21.9  6.3 1.20
2006-01-01 10:33:41.50 Gemini NIRI   Ks -675.8  -50.3  -2.6  -0.5 21.9  5.7 0.60
2006-01-01 10:43:05.31 Gemini NIRI   Ks -677.2  -52.3  -3.9   0.2 21.9  5.5 0.10
2006-01-06 09:14:34.20 Gemini NIRI   Ks  423.6 -156.7  15.3  -2.0 21.9  6.0 0.10
2006-01-06 09:20:57.01 Gemini NIRI   Ks  420.7 -153.5   8.4  -0.2 21.9  6.0 0.00
2006-12-12 16:10:57.12 Keck   NIRC2  Kp  546.9  194.1  10.0  -7.5 10.0  7.5 0.10
2008-01-21 11:01:10.12 Keck   NIRC2  Kp  475.6   14.5   1.4 -20.1 10.0  6.0 3.30
2008-01-21 11:11:07.59 Keck   NIRC2  Kp  474.7   33.3   4.6  -1.8 10.0  6.5 0.20
2008-01-21 11:24:55.26 Keck   NIRC2  Kp  464.6   31.0   0.3  -4.7 10.0  6.5 0.10
2008-01-21 11:56:28.79 Keck   NIRC2  Kp  450.7   30.0   0.2  -7.0 10.0  6.1 0.10
2008-01-21 13:03:12.94 Keck   NIRC2  Kp  417.5   33.3  -1.8  -6.4 10.0  6.0 0.10
2008-01-21 13:44:29.32 Keck   NIRC2  Kp  401.7   29.8   3.1 -11.5 10.0  6.4 0.30
2008-01-21 14:26:20.36 Keck   NIRC2  Kp  376.6   36.6  -0.0  -6.2 10.0  6.1 0.10
2008-01-21 15:46:10.54 Keck   NIRC2  Kp  331.2   27.4  -0.9 -17.8 10.0  6.0 0.80
2008-01-21 16:15:07.30 Keck   NIRC2  Kp  309.8   34.8  -5.4 -11.2 10.0  6.6 0.20
2009-06-07 10:04:40.24 Keck   NIRC2  H   519.0 -199.5   8.5 -14.9 10.0  6.1 0.20
2009-06-07 10:08:01.37 Keck   NIRC2  H   516.3 -198.6   7.8 -13.5 10.0  6.2 0.10
2009-06-07 10:10:56.01 Keck   NIRC2  H   514.3 -200.6   7.5 -15.1 10.0  6.2 0.10
2010-08-15 08:37:36.90 Gemini NIRI   Kp  684.0 -289.9  16.8  -8.1 21.9  5.8 0.00
2010-08-23 05:24:10.51 VLT    NACO   Ks    9.1 -383.6  15.8   5.8 13.3  6.7 0.20
2010-08-25 08:20:44.65 Gemini NIRI   Kp  400.7  289.0  13.5  -2.3 21.9  5.3 0.10
2010-08-25 08:23:50.40 Gemini NIRI   Kp  408.9  294.9  19.2   4.6 21.9  6.0 0.20
2010-08-25 08:28:19.21 Gemini NIRI   Kp  410.6  289.0  17.4   0.2 21.9  5.8 0.10
2010-08-28 08:12:04.40 Gemini NIRI   Kp -422.1  372.0 -10.8   5.3 21.9  5.7 0.20
2010-08-28 08:21:40.51 Gemini NIRI   Kp -407.5  374.2  -3.6   5.9 21.9  5.5 0.50
2010-08-30 05:34:11.88 VLT    NACO   Ks  354.4 -372.9  26.0   5.8 13.3  6.2 0.10
2010-08-30 05:38:03.19 VLT    NACO   Ks  346.7 -374.7  21.5   4.4 13.3  6.1 0.10
2010-08-30 06:19:40.19 VLT    NACO   Ks  314.9 -379.1  23.7   4.1 13.3  6.6 0.10
2010-08-30 06:22:24.38 VLT    NACO   Ks  305.6 -376.2  16.7   7.2 13.3  6.4 0.10
2010-09-01 08:20:04.50 Gemini NIRI   Kp   41.6  377.4   0.1   4.3 21.9  5.6 0.20
2010-09-01 08:27:34.01 Gemini NIRI   Kp   49.7  378.6   1.4   6.5 21.9  5.8 0.30
2010-09-02 06:33:39.81 Gemini NIRI   Kp  753.2 -121.7  17.4  -8.9 21.9  5.7 0.00
2011-10-07 02:38:09.32 VLT    NACO   H  -712.2  -63.6  -7.6 -18.4 13.3  6.3 0.10
2011-11-06 02:03:27.45 VLT    NACO   H   381.0  -14.6  10.1   7.5 13.3  6.4 0.10
2011-11-08 03:05:48.68 VLT    NACO   H  -604.7    8.5  -6.6  -0.9 13.3  5.8 0.00
2011-11-10 01:05:07.29 VLT    NACO   H   685.4   11.4  18.1  15.0 13.3  6.6 0.10
2011-11-16 01:07:15.92 VLT    NACO   H  -680.8  -40.4   1.4 -12.8 13.3  5.8 0.20
2011-11-20 01:06:25.27 VLT    NACO   H  -355.8  -30.9   9.9   8.2 13.3  6.4 0.00
2011-12-15 04:55:52.51 Keck   NIRC2  Kp -572.8  -38.9   5.0  -4.4 10.0  5.4 0.00
2011-12-15 05:06:38.13 Keck   NIRC2  H  -570.2  -39.8   3.6  -4.8 10.0  5.7 0.00
2011-12-15 05:18:35.71 Keck   NIRC2  J  -568.3  -41.4   0.9  -5.8 10.0  6.1 0.10
2011-12-15 05:29:27.71 Keck   NIRC2  H  -566.0  -44.0  -1.0  -7.8 10.0  6.0 0.10
2011-12-15 06:28:28.18 Keck   NIRC2  H  -537.9  -47.6   2.1  -8.6 10.0  5.9 0.00
2011-12-16 04:30:16.20 Keck   NIRC2  H   396.0  -38.2  20.0  -0.2 10.0  6.2 0.10
2011-12-16 04:36:40.46 Keck   NIRC2  J   399.5  -37.1  19.4   0.6 10.0  6.3 0.10
2011-12-16 06:01:26.41 Keck   NIRC2  H   446.7  -27.5  15.0   6.0 10.0  6.2 0.00
2011-12-17 06:16:36.73 Keck   NIRC2  H   420.8   67.0  15.1  17.4 10.0  5.9 0.00
2011-12-17 06:21:36.41 Keck   NIRC2  J   419.1   62.7  16.4  12.9 10.0  6.0 0.00
2017-07-10 09:45:08.43 VLT    IRDIS  Y  -292.0 -118.4 -17.3   7.2 12.2  6.0 0.10
2017-07-10 09:48:13.66 VLT    IRDIS  Y  -295.1 -116.1 -18.0   9.1 12.2  6.0 0.10
2017-07-10 09:51:17.41 VLT    IRDIS  Y  -297.8 -115.7 -18.2   9.2 12.2  6.0 0.00
2017-07-10 09:59:30.00 VLT    IRDIS  Y  -306.0 -112.3 -19.8  11.8 12.2  5.9 0.20
2017-07-10 10:02:34.87 VLT    IRDIS  Y  -306.7 -110.5 -18.0  13.3 12.2  5.9 0.10
2017-07-10 10:05:39.91 VLT    IRDIS  Y  -310.5 -108.0 -19.4  15.4 12.2  5.8 0.10
2017-07-10 10:08:44.46 VLT    IRDIS  Y  -313.9 -111.6 -20.3  11.5 12.2  5.8 0.10
2017-07-22 09:38:10.25 VLT    IRDIS  Y  -628.0  136.8 -10.4  10.7 12.2  5.9 0.00
2017-07-22 09:41:15.00 VLT    IRDIS  Y  -623.6  137.0  -7.8  10.6 12.2  6.0 0.10
2017-07-22 09:47:24.79 VLT    IRDIS  Y  -619.7  137.6  -7.3  10.4 12.2  6.0 0.00
2017-07-22 09:55:38.44 VLT    IRDIS  Y  -612.8  138.4  -5.2  10.1 12.2  6.0 0.10
2018-10-15 08:05:02.05 VLT    ZIMPOL R   727.6   29.4   8.6 -10.9 10.8  7.8 0.50
2018-10-15 08:09:38.63 VLT    ZIMPOL R   727.3   31.2   7.8 -10.5 10.8  7.8 0.00
2018-10-15 08:14:15.36 VLT    ZIMPOL R   729.9   30.8  10.0 -12.3 10.8  8.0 0.00
2018-10-15 08:18:50.18 VLT    ZIMPOL R   729.4   33.1   9.0 -11.4 10.8  7.8 0.80
2018-10-15 08:23:25.77 VLT    ZIMPOL R   734.5   34.7  13.7 -11.1 10.8  7.9 2.10
2018-10-15 08:42:22.72 VLT    ZIMPOL R   729.2   41.4   6.8 -10.1 10.8  7.6 0.40
2018-10-15 08:46:57.30 VLT    ZIMPOL R   729.7   42.1   7.0 -10.8 10.8  7.7 0.20
2018-10-15 08:51:31.29 VLT    ZIMPOL R   729.9   42.8   7.0 -11.4 10.8  7.8 0.70
2018-10-15 08:56:04.98 VLT    ZIMPOL R   727.5   44.9   4.3 -10.7 10.8  8.1 0.20
2018-10-15 09:00:40.47 VLT    ZIMPOL R   728.1   45.8   4.7 -11.1 10.8  7.9 0.20
2018-10-19 04:26:15.97 VLT    ZIMPOL R   715.0  114.2   2.4 -14.4 10.8  8.2 0.20
2018-10-19 04:30:52.19 VLT    ZIMPOL R   717.8  113.0   6.2 -16.9 10.8  8.2 0.20
2018-10-19 04:35:29.59 VLT    ZIMPOL R   717.1  113.1   6.5 -18.0 10.8  8.4 0.40
2018-10-19 04:40:04.50 VLT    ZIMPOL R   715.9  114.5   6.3 -17.8 10.8  8.4 0.20
2018-10-19 04:44:38.86 VLT    ZIMPOL R   715.7  116.5   7.1 -17.0 10.8  8.3 0.30
2018-11-12 05:57:28.60 VLT    ZIMPOL R  -425.4 -257.6  -7.9   0.4 10.8  8.4 0.10
2018-11-12 06:02:03.30 VLT    ZIMPOL R  -421.8 -257.6  -7.8   0.9 10.8  7.9 0.10
2018-11-12 06:06:38.46 VLT    ZIMPOL R  -418.3 -258.7  -7.8   0.3 10.8  7.9 0.10
2018-11-12 06:11:12.56 VLT    ZIMPOL R  -413.6 -258.7  -6.6   0.7 10.8  8.0 0.10
2018-11-12 06:15:47.66 VLT    ZIMPOL R  -409.8 -259.8  -6.2   0.1 10.8  7.6 0.00
2018-11-12 07:02:46.55 VLT    ZIMPOL R  -367.8 -265.8  -1.5  -1.9 10.8  8.3 0.10
2018-11-12 07:07:20.61 VLT    ZIMPOL R  -363.7 -265.4  -1.0  -1.2 10.8  8.1 0.20
2018-11-12 07:11:55.72 VLT    ZIMPOL R  -360.4 -264.8  -1.4  -0.2 10.8  8.3 0.40
2018-11-12 07:16:30.83 VLT    ZIMPOL R  -355.7 -270.7  -0.3  -5.8 10.8  9.3 0.60
2018-11-25 04:31:28.34 VLT    ZIMPOL R   151.3  274.7   4.5   3.7 10.8  7.1 0.10
2018-11-25 04:36:04.60 VLT    ZIMPOL R   145.8  273.8   3.0   2.8 10.8  7.1 0.10
2018-11-25 04:40:40.42 VLT    ZIMPOL R   140.7  274.9   2.0   4.0 10.8  7.1 0.10
2018-11-25 04:45:15.95 VLT    ZIMPOL R   136.4  275.3   1.7   4.4 10.8  6.9 0.10
2018-11-25 04:49:51.17 VLT    ZIMPOL R   132.7  274.8   2.1   4.0 10.8  6.9 0.00
